GRMZM2G031545	GRMZM2G080549	GRMZM2G080567	GRMZM2G089736	GRMZM2G094765	GRMZM2G111224	GRMZM2G114461	GRMZM2G127031	GRMZM2G127035	GRMZM2G326788	GRMZM2G377502	GRMZM5G898768
10343927_LMAD26_T234_GTCAGG	1074.63065	1.80307	105.47969	35.1599	0	27.94761	1.80307	1.80307	0	0	0	16.22764
10344827_LMAN26_T234_CGAAGG	873.326	1.92787	129.16742	39.84269	0	14.78035	1.28525	1.28525	0.64262	0	0	25.70496
10343262_LMAN8_T8_GTGTAG	956.31531	0	22.62886	140.69248	0	35.41909	1.96773	0.98386	0	0	0	24.59659
10344826_LMAD8_T8_AGAATC	1039.81491	0.93846	30.03076	87.27688	0	31.90768	5.63077	0.93846	0	0	0	12.19999
10343264_LMAD26_Tx303_AGAATC	1313.06003	1.29366	45.27793	177.23076	0	53.03986	0	1.29366	1.29366	0	0	27.16676
10344827_LMAN26_Tx303_CGTCGC	1010.8125	0.81847	107.21979	180.88224	0	16.36943	0.81847	6.54777	1.63694	0	0	19.64332
10343264_LMAD26_Tzi11_CGCCTG	953.65177	1.28179	26.91759	202.52282	0	28.19938	1.28179	5.12716	0	0	0	12.8179
10344827_LMAN26_Tzi11_AGATAG	1034.48636	0.8038	63.49994	300.61997	0	22.50631	4.01898	4.01898	0.8038	0	0	9.64556
10343264_LMAD26_Tzi16_AGTTGA	689.00057	8.92488	74.96897	166.00273	0	60.68917	1.78498	1.78498	3.56995	0	0	16.06478
10344827_LMAN26_Tzi16_AATAGC	736.47836	0.72919	32.08421	159.69184	0	15.31292	2.91675	3.64593	3.64593	0	0	35.00095
10343264_LMAD26_Tzi18_CACTAA	1109.18957	3.50344	60.95988	231.92782	0	34.33373	0.70069	10.51032	0	0	0	30.1296
10344827_LMAN26_Tzi18_ACGTCT	1093.64061	1.68123	39.50892	179.05108	0	20.17477	2.52185	7.56554	0	0	0	26.05908
10343264_LMAD26_Tzi25_GAACCT	777.42039	0	43.30458	98.98191	0	20.62123	2.06212	2.06212	0	0	0	26.8076
10344827_LMAN26_Tzi25_TACCTT	1066.25662	1.673	133.28208	204.10561	0	17.28763	2.23066	1.673	3.90366	0	0	46.28624
10343264_LMAD26_Tzi9_CAATGC	906.82224	1.30478	18.26692	91.33461	0	46.97209	3.91434	5.21912	0	0	0	33.92429
10344827_LMAN26_Tzi9_ACAGAT	952.66004	1.08503	59.13436	131.83166	0	13.56293	1.62755	3.2551	0	0	0	34.17858
10343927_LMAD26_U267Y_AATCCG	1468.95874	0	47.90083	109.63967	0	43.64298	2.12893	2.12893	5.32231	0	0	28.7405
10344827_LMAN26_U267Y_GACGAT	1821.05443	0	49.14778	143.56324	0	20.6938	0	0	1.29336	0	0	46.56105
10343262_LMAN8_Va102_CAACAG	916.62572	0	23.10821	32.73663	0	50.06779	3.85137	1.92568	3.85137	0	0	23.10821
10343927_LMAN8_Va14_AACAAG	1255.23732	4.20163	30.46183	45.16754	0	28.36101	1.05041	12.60489	1.05041	0	0	38.86509
10344826_LMAD8_Va14_AAGTGG	1037.16188	0	28.45871	36.89092	0	55.86339	5.27013	16.86442	1.05403	0	0	26.35066
10343262_LMAN8_Va17_GGTATA	942.38134	1.14506	21.18354	22.90113	0	33.77916	3.43517	11.45056	2.86264	0	0	17.74837
10344826_LMAD8_Va17_AACCGA	889.00821	2.53279	7.59836	58.2541	0	62.05328	1.26639	12.66393	0	0	0	30.39344
10343262_LMAN8_Va22_GTCAGG	1104.8635	0	49.61254	155.13764	0	69.30006	0.7875	7.08751	0	0	0	25.98752
10344826_LMAD8_Va22_GCGCTG	905.48837	0	245.75185	159.9861	0	70.92168	8.24671	14.84407	0	0	0	28.0388
10343262_LMAN8_Va26_GGTGAG	1022.32989	0	58.26032	22.19441	0	65.19607	4.16145	2.7743	1.38715	0	0	12.48435
10343262_LMAN8_Va35_TAATCG	930.75576	1.17076	19.90295	108.88086	0	21.07372	5.85381	4.68305	0	0	0	19.90295
10343262_LMAN8_Va59_AACAAG	987.30231	2.05688	30.8532	109.01463	0	16.45504	0	6.17064	0	0	0	18.51192
10344823_LMAD8_Va59_ATATCC	811.17985	0	29.23171	138.85061	0	55.54024	1.46159	0	0	0	0	23.38537
10343927_LMAD26_Va85_AGTACT	840.50224	1.04475	75.22208	165.07067	0	43.87955	3.13425	0	1.56713	0	0	12.53701
10344827_LMAN26_Va85_CTCTCG	897.48612	0.82112	64.86862	134.66397	0	22.99141	0.82112	1.64224	0	0	0	14.78019
10343262_LMAN8_Va99_TACCTT	1113.66053	0	38.09891	112.34295	0	30.28375	1.95379	4.88448	0	0	0	26.37617
10343262_LMAN8_VaW6_AATAGC	1081.63565	0	52.66637	242.26532	0	23.69987	1.97499	0.65833	0.65833	0	0	21.06655
10344823_LMAD8_W117HT_TGTGCA	861.39893	0.97775	37.15455	194.57252	0	66.48709	0.97775	2.93325	2.93325	0	0	35.19905
10344826_LMAN8_W117HT_GTGCCA	1317.20003	6.92534	49.86246	181.44396	0	42.93712	0	2.77014	0	0	0	29.08644
10344823_LMAD8_W153R_TTCCGC	1037.50705	1.37966	28.97294	45.5289	0	30.3526	1.37966	2.75933	0	0	0	16.55596
10344826_LMAN8_W153R_TCAGGA	1436.93315	0.93489	38.33068	29.91663	0	33.65621	2.80468	1.86979	0.93489	0	0	21.50258
10344823_LMAD8_W182B_CTAGTC	1040.4889	0	53.74426	156.93324	0	61.26846	2.14977	0	2.14977	0	0	18.27305
10343262_LMAN8_Wf9_TGGATT	1199.08317	2.07454	60.16161	110.9878	0	56.01254	4.14908	9.33542	10.37269	0	0	32.15534
10343262_LMAN8_Yu796NS_CACACT	1167.88419	1.78303	60.623	142.64234	0	23.17938	0	1.78303	5.34909	0	0	30.3115
10343927_LMAN8_Il677a_GAAGTG	1616.33269	1.12401	61.82079	22.48029	0	24.72832	5.62007	1.12401	0	0	0	30.34839
10344826_LMAD8_Il677a_CCGACC	1563.32029	1.28563	50.13938	30.85501	0	73.28064	3.85688	1.28563	0	0	0	34.71188
10343262_LMAN8_A272_AGTTGA	883.43182	0	24.61575	131.28398	0	22.42768	2.18807	3.2821	0.54702	0	0	24.61575
10344823_LMAD8_A272_ATGGCG	887.58163	3.02413	15.12064	133.06164	0	61.99463	4.53619	7.56032	0	0	0	24.19303
10343262_LMAN8_B97_CTCCAT	1232.66483	1.4325	39.3937	133.9386	0	34.37996	3.58125	5.72999	0	0	0	22.20372
10343927_LMAD8_MR19_Santo_Domingo_CGAAGG	1000.46759	1.34021	19.43306	188.29966	0	36.85581	3.35053	4.69074	0.67011	0	0	38.19602
10343927_LMAN8_MR19_Santo_Domingo_CAAGCA	1182.47023	2.10217	68.3205	227.03428	0	31.53254	2.10217	3.15325	0	0	0	29.43037
10343927_LMAN8_MR20_Shoepeg_AACCGA	828.21357	1.26638	40.52421	149.43303	0	21.52849	2.53276	3.79914	0	0	0	16.46296
10344826_LMAD8_MR20_Shoepeg_TATGTC	816.55611	2.7264	47.71196	174.48945	0	39.53277	1.3632	1.3632	1.3632	0	0	10.90559
10343927_LMAD26_CML103_AGACCA	877.62741	0	33.42526	18.85528	0	43.70996	4.28529	2.57117	6.85646	0	0	26.5688
10344827_LMAN26_CML103_CAGATG	980.61128	0	101.37721	32.21332	0	25.58116	7.5796	2.84235	12.31686	0	0	41.68782
10343264_LMAD26_CML206_CTCATA	1100.60049	1.67265	72.76006	134.64793	0	40.14348	0	0	0	0	0	42.65245
KAKRNA14_LMAN26_CML206_AGGCAT	1510.49351	0	72.06553	201.78348	0	8.64786	0	0	0	0	0	46.12194
10343264_LMAD26_CML330_GGCTGC	1059.62793	0	62.90524	81.34298	0	40.12921	3.25372	1.08457	0	0	0	18.43774
KAKRNA14_LMAN26_CML330_GAAGTG	1679.50006	6.718	73.898	131.001	0	30.231	5.0385	11.7565	0	0	0	28.5515
10343264_LMAD26_CML411_TTAACT	871.98758	0.71592	27.92078	88.77378	0	70.87584	5.72734	3.57959	2.14775	0	0	13.60243
KAKRNA14_LMAN26_CML411_AACAAG	1513.2971	1.5521	65.18818	181.59565	0	26.38569	3.1042	1.5521	1.5521	0	0	13.9689
10343927_LMAN8_CML418_ACCTAC	1152.72628	6.95461	97.36451	189.51307	0	20.86382	3.4773	0	0	0	0	33.03439
10343264_LMAD26_CML504_CGTCGC	945.04819	0	50.98526	109.25413	0	25.49263	3.6418	1.8209	0	0	0	23.67173
KAKRNA14_LMAN26_CML504_TTGGTA	1346.00475	0	50.53835	185.30729	0	32.00762	0	3.36922	1.68461	0	0	18.53073
10343927_LMAD8_CML505_AACGCC	1169.85424	0	64.11433	29.73418	0	69.68949	0.92919	4.64597	0	0	0	20.44225
10343927_LMAN8_CML505_CAACAG	981.61282	0	51.25916	35.88141	0	82.01465	2.56296	1.28148	1.28148	0	0	15.37775
10343264_LMAD26_CML511_CTCCAT	1162.91692	0.84884	30.5584	76.396	0	31.40725	3.39538	0	1.69769	0	0	22.9188
KAKRNA14_LMAN26_CML511_GGTGAG	1474.51107	1.55539	31.10783	155.53914	0	27.99705	1.55539	1.55539	1.55539	0	0	26.44165
10343264_LMAD26_CML84_TGACAC	889.77909	0.97563	54.63556	105.36858	0	41.9523	2.9269	0	0	0	0	18.53706
KAKRNA14_LMAN26_CML84_CGGTTA	1587.69363	1.18044	77.90913	167.62267	0	48.3981	3.54132	3.54132	1.18044	0	0	24.78927
10343264_LMAD26_CML85_TCGTTC	800.02222	0	96.1975	15.82997	0	40.18376	6.08845	1.21769	4.87076	0	0	19.48304
KAKRNA14_LMAN26_CML85_GCGCTG	1505.07325	0	102.81015	30.33742	0	18.53954	0	3.37082	0	0	0	30.33742
10343264_LMAD26_CML96_AATCCG	802.37983	0	55.50058	80.87228	0	57.08631	1.58573	0	0	0	0	23.78596
KAKRNA14_LMAN26_CML96_GACGAT	1584.29905	1.55019	77.50974	210.82649	0	7.75097	0	0	0	0	0	34.10428
10343264_LMAD26_Ki3_AACCGA	663.8766	5.20688	192.65439	195.25782	0	24.73266	2.60344	3.90516	3.90516	0	0	14.31891
10344827_LMAN26_Ki3_CTCCAT	1000.01713	2.62817	179.37232	168.85966	0	9.85562	1.97112	13.79787	13.14083	0	0	28.25278
10344823_LMAD8_MS71_ATAAGA	763.23571	0	34.80554	120.57633	0	36.04859	0	3.72916	0	0	0	31.07637
10344826_LMAN8_MS71_TAGGCT	1210.08044	2.53155	27.84704	178.47421	0	30.37859	2.53155	3.79732	1.26577	0	0	26.58126
10343262_LMAN8_N6_AACGCC	1135.17863	2.73537	19.14759	28.72139	0	15.04454	0	1.36769	0	0	0	31.45676
10344823_LMAD8_Oh43_AGATAG	792.02128	0	20.84267	83.37066	0	48.63289	6.94756	0	0	0	0	0
10344826_LMAN8_Oh43_GCCACA	1149.63268	3.14968	44.0955	42.52066	0	26.77227	3.14968	6.29936	0	0	0	14.17355
10343262_LMAN8_W22_CGCAAC	991.4673	0	67.10979	169.37234	0	27.96241	3.1957	1.59785	0	0	0	12.78282
10343262_LMAN8_W22R-rstd_ACCAGT	1061.29842	0.61596	51.74061	147.83031	0	30.18202	7.39152	0	0	0	0	4.92768
10343264_LMAN26_W22R-rstd_TAGGCT	1221.4637	5.11073	147.07536	253.2649	0	44.29297	0.56786	0	1.13572	0	0	7.95002
10343927_LMAD26_W22R-rstd_CCAATT	940.61136	3.70867	173.38031	240.59995	0	50.99421	1.85433	0	1.85433	0	0	9.27167
10344826_LMAD8_W22R-rstd_GGTGAG	760.20982	1.42361	196.45872	189.34065	0	72.60431	5.69446	1.42361	2.84723	0	0	14.23614
10343262_LMAN8_W64A_CGAAGG	1198.2719	3.35416	38.57278	27.67178	0	29.34886	5.86977	9.22393	1.67708	0	0	32.70301
